id,text,createdAt,author
1399649394195005441,"Interesting read from the NLP community. I am glad this paper found its way to #ACL2021NLP, escaping from the reviewers' guillotine. https://t.co/9RbHyPfSHG",2021-06-01T08:49:54.000000000+00:00,56468788
1399649389589770241,"RT @_AskSid: Join our CEO &amp; Co-founder Sanjoy Roy for an exciting session on 
@latokens VCTV hosted by Vijay Tirathrai, Managing Director a…",2021-06-01T08:49:53.000000000+00:00,4069180535
1399649296287404035,"RT @WajdiAlkayal: @MohammadGharawy هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearn…",2021-06-01T08:49:31.000000000+00:00,1268500317500391426
1399649286728654849,"RT @2morrowknight: ""#AI researchers often say good #MachineLearning is really more art than science... Selecting the right words to strike…",2021-06-01T08:49:28.000000000+00:00,2358562603
1399649140750094337,"RT @2morrowknight: ""#AI researchers often say good #MachineLearning is really more art than science... Selecting the right words to strike…",2021-06-01T08:48:54.000000000+00:00,1295715136141963267
1399649097439535107,森田療法、NLP,2021-06-01T08:48:43.000000000+00:00,1295875234399051778
1399648368876523523,"RT @DellTech: Computers that can understand written and spoken human language? Sign us up. 💻 https://t.co/qejj6pYSJu 
#NLP #AI",2021-06-01T08:45:50.000000000+00:00,1260209190884294657
1399648322110083072,"I changed the graph I used to visualize the network. This one is prettier and more in line with what people envision when they think of a graph database.

Honestly, I liked the other one better. 🙄

@jack @elonmusk @VitalikButerin https://t.co/388QnrJo3E",2021-06-01T08:45:38.000000000+00:00,1391345170419965955
1399648317181620228,RT @RichardEudes: How to Annotate PDFs and Scanned Images for NLP Applications https://t.co/P3ano0qX1R #datascience #ds,2021-06-01T08:45:37.000000000+00:00,54179912
1399648303034347522,"RT @Khaled_Elghamry: A great resource for people who are interested in Natural language processing (NLP) practicals
https://t.co/ZLzLEdmHj1",2021-06-01T08:45:34.000000000+00:00,250339586
1399648255886061570,"常に問題は解釈です。どう解釈するかで決まります。
フェリックスヒーリングオフィス
東武東上線ときわ台駅徒歩2分
03-6905-8434
https://t.co/D9grTeSklH",2021-06-01T08:45:23.000000000+00:00,1243138093
1399648211833438209,RT @IainLJBrown: Machine learning (AI) accurately predicts cardiac arrest risk #ArtificialIntelligence #AI #DataScience #100DaysOfCode #Pyt…,2021-06-01T08:45:12.000000000+00:00,934160485993340933
1399648174004789249,"Hey Guys!

This is my first blog on #medium : https://t.co/tO9B5GQn8w

Would love to know everyone's feedback

Stay tuned for my upcoming blogs!

#MachineLearning #nlp #DeepLearning #autocorrect #spellcheck #AI  #TDS #Python",2021-06-01T08:45:03.000000000+00:00,4844693065
1399647912510984194,https://t.co/PLyMi1vn7T,2021-06-01T08:44:01.000000000+00:00,132574633
1399647891120078851,"RT @BotPoetsSociety: Take a break and listen to this #poem created with Machine Learning.
#takeabreak #machinelearning #datascience #bigdat…",2021-06-01T08:43:56.000000000+00:00,1151494493054484481
1399647667131764740,"RT @RichardEudes: Summarizing NLP Research Papers https://t.co/g5Fw6nbXoU #bigdata, #datascience, #datascience #ds, #machinelearning, #neur…",2021-06-01T08:43:02.000000000+00:00,333011425
1399647653919485961,"@amansdaga It includes the problems where you have to derive insights from data, draw conclusions and do predictive modelling based on that.

Like the famous Churn Prediction kind of stuff, it could include basic nlp tasks and others but not primarily",2021-06-01T08:42:59.000000000+00:00,955725074392236032
1399647551415013377,2nd International Conference on NLP Trends Technologies (NLPTT2021) https://t.co/7S57u7fwWf,2021-06-01T08:42:35.000000000+00:00,136586525
1399647547002609668,"RT @colinraffel: Can your NLP model handle noooisy mEsSy #realworldtext?

ByT5 works on raw UTF-8 bytes (no tokenization!), beats SoTA mode…",2021-06-01T08:42:34.000000000+00:00,797863519953764353
1399647537548648455,"RT @WajdiAlkayal: @MohammadGharawy هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearn…",2021-06-01T08:42:31.000000000+00:00,1330350611796209666
1399647530196086784,"RT @SuzanneC0leman: Students raise awareness on ethics of artificial intelligence - Daily Northwestern

Read more here: https://t.co/mOK13T…",2021-06-01T08:42:30.000000000+00:00,932713839409364992
1399647514953977856,"RT @WajdiAlkayal: @MohammadGharawy هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearn…",2021-06-01T08:42:26.000000000+00:00,1365037396807602177
1399647432481423362,🔬 Training NLP models on counterfactual text. https://t.co/s5Wl0AThGG,2021-06-01T08:42:06.000000000+00:00,1141410142937911296
1399647372242718722,"RT @WajdiAlkayal: @MohammadGharawy هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearn…",2021-06-01T08:41:52.000000000+00:00,1132890775891505152
1399647365343051780,@stava61 @mackaysuzie It’s‘point finger here’ .... like racism isn’t it or sexism or colourism or i want to blame the other guyism. A country of divisions by communal perceived support. Nlp pointed finger at alp for years- a great leadership.,2021-06-01T08:41:50.000000000+00:00,1368688351067340801
1399647316609585152,"RT @WajdiAlkayal: هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #100…",2021-06-01T08:41:39.000000000+00:00,1355257214529892352
1399647256110931969,"My University of Oxford seminar: ""The Globalization of Science: The Increasing Power of Individual Scientists?"" 

Global network science opens incredible opportunities to new arrivals - countries, institutions, and research teams.

Enjoy, CGHE: 15/06/2021

https://t.co/n2LX1KBnYY https://t.co/cs1xIvlkgh",2021-06-01T08:41:24.000000000+00:00,831815461956419584
1399647238167564290,"RT @SunoBhaiSadho_: Welcome to #Online Mind Empowerment-1 (NLP) Programme from 11 June!

🌹Understand your Mind's Processing to eliminate Ne…",2021-06-01T08:41:20.000000000+00:00,818862556123197441
1399647230114635777,RT @DS_Analytics: German 'insurtech' Wefox raises $650 million at valuation of $3 billion - https://t.co/zS9Y4cp25r https://t.co/x7q3bu1asD…,2021-06-01T08:41:18.000000000+00:00,246911714
1399647190910373889,"RT @WajdiAlkayal: @MohammadGharawy هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearn…",2021-06-01T08:41:09.000000000+00:00,1327015921538510850
1399647174699405312,"RT @WajdiAlkayal: @MohammadGharawy هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearn…",2021-06-01T08:41:05.000000000+00:00,1365033981696237571
1399647167397216264,"The quest to find the missing podcasts: This episode was discovered on the set of the new Spiderman movie!
Is your unconscious mind running the show and should you trust it? Discover more in this podcast. 
https://t.co/BjGgc8xa3d https://t.co/3ueLZVUIV5",2021-06-01T08:41:03.000000000+00:00,171172327
1399646987427983366,"RT @jeanbort: Nouvel épisode, le premier sur nos services de TALN

#tlan #nlp #emvista https://t.co/62eWTTzHG8",2021-06-01T08:40:20.000000000+00:00,119540631
1399646979550945280,"RT @annargrs: 🎈 #NLPaperAlert: Changing the World 🌍  by Changing the Data 🗃
https://t.co/GHDTfcbW5Y
A soul-searching piece that made it to…",2021-06-01T08:40:18.000000000+00:00,1078296195473264640
1399646953349304323,"RT @imimobile: Catch @JeffMichaud3Ci at @forrester's CX North America Virtual Event to know the technologies driving the future of #cx.

Cl…",2021-06-01T08:40:12.000000000+00:00,119540631
1399646952879427584,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:40:12.000000000+00:00,1260015280048222208
1399646936634957825,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:40:08.000000000+00:00,978091613036560385
1399646922261024770,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:40:05.000000000+00:00,1310836644946145286
1399646922244333568,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:40:05.000000000+00:00,1310836644946145286
1399646922126856195,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:40:05.000000000+00:00,1310836644946145286
1399646922122612742,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:40:05.000000000+00:00,1310836644946145286
1399646922122596352,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:40:05.000000000+00:00,1310836644946145286
1399646922043006978,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:40:05.000000000+00:00,1310836644946145286
1399646922038710274,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:40:05.000000000+00:00,1310836644946145286
1399646915080470531,RT @Mentaalivalmenn: Beliefs – What Do You Believe about Yourself? | https://t.co/H8zOEy1nWY https://t.co/ZsVbm5JMGt #beliefs #nlp #success,2021-06-01T08:40:03.000000000+00:00,119540631
1399646899137810433,"RT @annargrs: 🎈 #NLPaperAlert: Changing the World 🌍  by Changing the Data 🗃
https://t.co/GHDTfcbW5Y
A soul-searching piece that made it to…",2021-06-01T08:39:59.000000000+00:00,908344218954944512
1399646897732730882,"RT @_AskSid: Join our CEO &amp; Co-founder Sanjoy Roy for an exciting session on 
@latokens VCTV hosted by Vijay Tirathrai, Managing Director a…",2021-06-01T08:39:59.000000000+00:00,119540631
1399646859434631170,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:39:50.000000000+00:00,119540631
1399646829525061633,RT @DS_Analytics: Techficient's New Analytics Platform Accelerates Decision-Making Process for Insurance Industry - Business Wire https://t…,2021-06-01T08:39:42.000000000+00:00,119540631
1399646820884783113,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:39:40.000000000+00:00,1381744487358078979
1399646789955903490,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:39:33.000000000+00:00,1288754505211883521
1399646726697459715,"@MohammadGharawy هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #100DaysOfCode #Python #DeepLearning #NLP #Robots #IoT
👇🔗 https://t.co/NH6IudPIf1",2021-06-01T08:39:18.000000000+00:00,1355257214529892352
1399646665666088960,"RT @WajdiAlkayal: هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #100…",2021-06-01T08:39:03.000000000+00:00,1064108650271309826
1399646654903554049,"RT @WajdiAlkayal: هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #100…",2021-06-01T08:39:01.000000000+00:00,1281253609988997120
1399646527891685376,"RT @WajdiAlkayal: هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #100…",2021-06-01T08:38:31.000000000+00:00,1268500317500391426
1399646276308848640,"RT @alkayal_wajdi: هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #10…",2021-06-01T08:37:31.000000000+00:00,1268500317500391426
1399646236676874241,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:37:21.000000000+00:00,1229842670710902785
1399646215705296897,Smarten Augmented Analytics with Natural Language Processing (NLP) – Clickless Analytics https://t.co/cUVMtGsDfW #AugmentedAnalyticsIndia #ClicklessAnalytics #DigitalTransformation #MachineLearningModelling #NaturalLanguageProcessing #NLPSearch #NLPSearchAnalytics,2021-06-01T08:37:16.000000000+00:00,854923926018945025
1399646024541556738,"RT @AlkayalWajdi: هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #100…",2021-06-01T08:36:31.000000000+00:00,1268500317500391426
1399645772841357314,"RT @wmktech: هذا هو جديد صحة نصرالله 

_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #100Day…",2021-06-01T08:35:31.000000000+00:00,1268500317500391426
1399645635918266369,RT @RichardEudes: How to Annotate PDFs and Scanned Images for NLP Applications https://t.co/P3ano0qX1R #datascience #ds,2021-06-01T08:34:58.000000000+00:00,132574633
1399645604947578883,"Great News about Robots, IOT and AI Daily !  https://t.co/g5am9YHRpE #robots #news #AI #technews #future #IOT #robot #makers #DIY #nlp #machinelearning",2021-06-01T08:34:51.000000000+00:00,2811462319
1399645564061507584,"RT @mirianfrsilva: 📢📢📢 On June 6th, Black in AI (@black_in_ai) will be holding a Social meeting co-located with #NAACL2021. We will have a…",2021-06-01T08:34:41.000000000+00:00,1102243646357811201
1399645540535648256,"RT @WiMLDS_Delhi: Here are a few glimpses from yesterday’s session on NLP. We’d like to thank our speaker, Anjali Bhavan, so giving our att…",2021-06-01T08:34:35.000000000+00:00,1102243646357811201
1399645470188843008,"RT @bamitav: Can AI protect us from Phishing Attacks?

https://t.co/MfaeoOhVNr 

#AI #ML #DL #NLP #Algorithms #Bots #cobot #security #tech…",2021-06-01T08:34:18.000000000+00:00,1305786657828937728
1399645430019878914,"RT @bamitav: Can AI protect us from Phishing Attacks?

https://t.co/MfaeoOhVNr 

#AI #ML #DL #NLP #Algorithms #Bots #cobot #security #tech…",2021-06-01T08:34:09.000000000+00:00,1313328500686815233
1399645425376845829,"RT @IainLJBrown: How Artificial Intelligence Helped Fight The Global Pandemic - https://t.co/nV2bKdOX8m

Read more here: https://t.co/2n8IJ…",2021-06-01T08:34:08.000000000+00:00,1318814261666172929
1399645345433280514,"RT @Analytics_699: How fast is 5G ▶️
#Analytics #BigData #Rstats #AI #Reactjs #MachineLearning #IoT #IIoT #Python #DataScience #5G #CloudCo…",2021-06-01T08:33:49.000000000+00:00,1313328500686815233
1399645225061076992,"Nouvel épisode, le premier sur nos services de TALN

#tlan #nlp #emvista https://t.co/62eWTTzHG8",2021-06-01T08:33:20.000000000+00:00,21281781
1399645191745667074,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:33:12.000000000+00:00,140618811
1399645160162709509,"RT @Analytics_699: How fast is 5G ▶️
#Analytics #BigData #Rstats #AI #Reactjs #MachineLearning #IoT #IIoT #Python #DataScience #5G #CloudCo…",2021-06-01T08:33:04.000000000+00:00,1310836644946145286
1399645160082903042,"RT @Analytics_699: How fast is 5G ▶️
#Analytics #BigData #Rstats #AI #Reactjs #MachineLearning #IoT #IIoT #Python #DataScience #5G #CloudCo…",2021-06-01T08:33:04.000000000+00:00,1310836644946145286
1399645150700138496,"RT @DrEricLevi: Good Morning Melbourne!

Let’s science out way out of this situation.

1. #COVIDisAirborne (mask up, stay outdoors, fix qua…",2021-06-01T08:33:02.000000000+00:00,266253067
1399645148204707840,"RT @IainLJBrown: Artificial Intelligence without bias: Why it is needed and how we can ensure a fairer future - Express Computer

Read more…",2021-06-01T08:33:02.000000000+00:00,1318814261666172929
1399645139035885569,RT @IainLJBrown: Artificial intelligence predicts river water quality with weather data #ArtificialIntelligence #AI #DataScience #100DaysOf…,2021-06-01T08:32:59.000000000+00:00,83348804
1399645062892593154,"RT @ThinkLBC: Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #M…",2021-06-01T08:32:41.000000000+00:00,1320998551942475781
1399645048636063744,"RT @IainLJBrown: How Artificial Intelligence Helped Fight The Global Pandemic - https://t.co/nV2bKdOX8m

Read more here: https://t.co/2n8IJ…",2021-06-01T08:32:38.000000000+00:00,1204128767251230720
1399645048602497024,"RT @IainLJBrown: Artificial Intelligence without bias: Why it is needed and how we can ensure a fairer future - Express Computer

Read more…",2021-06-01T08:32:38.000000000+00:00,1204128767251230720
1399644845921214464,"RT @wmktech: هذا هو جديد صحة نصرالله 

_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #100Day…",2021-06-01T08:31:50.000000000+00:00,1527988244
1399644843853365248,"RT @IainLJBrown: How Artificial Intelligence Helped Fight The Global Pandemic - https://t.co/nV2bKdOX8m

Read more here: https://t.co/2n8IJ…",2021-06-01T08:31:49.000000000+00:00,1330350611796209666
1399644843530457093,RT @leoneuhaeuser: Attending @Networks2021? Come join us at the Higher-Order Models in Network Science (HONS 2021) satellite on July 2nd! T…,2021-06-01T08:31:49.000000000+00:00,864586231853830144
1399644835305361409,"RT @IainLJBrown: Artificial Intelligence without bias: Why it is needed and how we can ensure a fairer future - Express Computer

Read more…",2021-06-01T08:31:47.000000000+00:00,1399269797456617472
1399644835276066816,"RT @IainLJBrown: Artificial Intelligence without bias: Why it is needed and how we can ensure a fairer future - Express Computer

Read more…",2021-06-01T08:31:47.000000000+00:00,1399269797456617472
1399644824509222913,"RT @AlkayalWajdi: هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #100…",2021-06-01T08:31:44.000000000+00:00,1527988244
1399644821715836929,"RT @IainLJBrown: How Artificial Intelligence Helped Fight The Global Pandemic - https://t.co/nV2bKdOX8m

Read more here: https://t.co/2n8IJ…",2021-06-01T08:31:44.000000000+00:00,934160485993340933
1399644795522400256,"RT @IainLJBrown: Artificial Intelligence without bias: Why it is needed and how we can ensure a fairer future - Express Computer

Read more…",2021-06-01T08:31:38.000000000+00:00,1330350611796209666
1399644794696220675,"RT @alkayal_wajdi: هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #10…",2021-06-01T08:31:37.000000000+00:00,1527988244
1399644790606737409,RT @IainLJBrown: The 5 new rules of retail #ArtificialIntelligence #AI #DataScience #100DaysOfCode #Python #MachineLearning #BigData #DeepL…,2021-06-01T08:31:36.000000000+00:00,932713839409364992
1399644788593463297,"RT @SuzanneC0leman: Artificial Intelligence: Don't believe the hype - PR Week

Read more here: https://t.co/Ovf30tpleW

#ArtificialIntellig…",2021-06-01T08:31:36.000000000+00:00,932713839409364992
1399644783765856262,"RT @IainLJBrown: Medical artificial intelligence company Vuno announces initial public offering - Mobihealth News

Read more here: https://…",2021-06-01T08:31:35.000000000+00:00,932713839409364992
1393607956520898560,"5 Best Practices: Writing Clean &amp; Professional #SQL #Code
https://t.co/Y4DepLfOOn
v/ @SourabhSKatoch

#DataScience #AI #ML #MachineLearning #IoT #IIoT #IoTPL #Python #RStats #Cloud #CyberSecurity #Serverless #RPA #NLP #programming #coding #100DaysOfCode #DEVCommunity #CodeNewbie https://t.co/WfFR8P1eLT https://t.co/nlaAkpCUJ1",2021-05-15T16:43:23.000000000+00:00,1264433760
1399650014557659143,ます。 HIT は、単語間の意味関係をキャプチャし、融合されたアテンション メカニズムを使用して文レベルのセマンティクスを階層的に学習する、階層的なトランスフォーマー ベースのフレームワークです。 HIT には、多頭自己注意と外積注意モジュールの 2 つの注意モジュールが組み込まれており、それ,2021-06-01T08:52:22.000000000+00:00,1223468739611414528
1397964369275744261,"Program Synthesis using Examples (PROSE) via MS ▶️
#Analytics #MachineLearning #AI #Python #Rstats #Reactjs #IoT #IIoT #ML #NLP #Linux #flutter #Serverless #javascript #Coding #TensorFlow #SelfDrivingCars
#BigData #CloudComputing
#datamining #100DaysOfCode
https://t.co/p9Cy15VSrO https://t.co/m4OxgKW8P3",2021-05-27T17:14:13.000000000+00:00,1155470031225884675
1399644386061959170,"Infographic: The landscape of Big Data. 

#Data #DataScientists #Analytics #BigData #Rstats #AI #Python #tech #DataScience #MachineLearning #IoT #IIoT #ML #NLP #javascript #TensorFlow #Coding #Serverless #CodeNewbies #100DaysOfCode #Dataviz #statistics https://t.co/EquolSwYJU",2021-06-01T08:30:00.000000000+00:00,1262226849540780032
1399345358745001985,"The numbers are much much higher
They just don't want to cause PANIC
.... https://t.co/Jv1r6oLVl1",2021-05-31T12:41:46.000000000+00:00,1347619082682720256
1399290146495860739,"🎈 #NLPaperAlert: Changing the World 🌍  by Changing the Data 🗃
https://t.co/GHDTfcbW5Y
A soul-searching piece that made it to ACL 2021:
- how NLP resources affect the world
- what does it even mean to 'work in NLP'
- how we can make better use of our subcommunities.
/1",2021-05-31T09:02:23.000000000+00:00,1044298030512570368
1399644407238955009,"Join our CEO &amp; Co-founder Sanjoy Roy for an exciting session on 
@latokens VCTV hosted by Vijay Tirathrai, Managing Director at @techstars
 
 #hub71 #tech #AI #Retail #businessgrowth #digitalart #ai #artificialintelligence #machinelearning #ml #deeplearning #datascience #nlp https://t.co/Nq1Imv6Og0",2021-06-01T08:30:05.000000000+00:00,814819045786591232
1399494030837248001,"""#AI researchers often say good #MachineLearning is really more art than science... Selecting the right words to strike a positive tone or reframe the conversation about AI is a delicate task...”

https://t.co/nRvMbkQMD7 #ml #nlp #AIEthics @eDipAtState #IoT #dx",2021-05-31T22:32:32.000000000+00:00,19478383
1399561338234576898,"Computers that can understand written and spoken human language? Sign us up. 💻 https://t.co/qejj6pYSJu 
#NLP #AI",2021-06-01T03:00:00.000000000+00:00,715901816857358336
1399580008339984389,"This tech is a parachute.

For climate change.

It will help us reduce our greenhouse emissions.

Shopping locally first before globally opens up new avenues...

Or rather... Old ones...

Think... Bicycle couriers.
@jack 
@elonmusk @VitalikButerin https://t.co/SDSkBCLxhU",2021-06-01T04:14:11.000000000+00:00,1391345170419965955
1399644388263968768,How to Annotate PDFs and Scanned Images for NLP Applications https://t.co/P3ano0qX1R #datascience #ds,2021-06-01T08:30:00.000000000+00:00,49427323
1399337692102594561,"A great resource for people who are interested in Natural language processing (NLP) practicals
https://t.co/ZLzLEdmHj1",2021-05-31T12:11:18.000000000+00:00,149252185
1399631304321159171,Machine learning (AI) accurately predicts cardiac arrest risk #ArtificialIntelligence #AI #DataScience #100DaysOfCode #Python #MachineLearning #BigData #DeepLearning #NLP #Robots #IoT https://t.co/GrS5wHKHVt,2021-06-01T07:38:01.000000000+00:00,467513287
1398935715757559810,"Take a break and listen to this #poem created with Machine Learning.
#takeabreak #machinelearning #datascience #bigdata #ML #AI #ArtificialIntelligence  #Technology #Innovation #pythonprogramming #poetry #poemoftheday #AIcreativity #Python  #AIart #poems #NLP #botpoetssociety https://t.co/2ovi3tkfDV",2021-05-30T09:34:00.000000000+00:00,1320676594780934144
1399606691268866050,"Summarizing NLP Research Papers https://t.co/g5Fw6nbXoU #bigdata, #datascience, #datascience #ds, #machinelearning, #neuralnetworks, #nlp, #textanalytics",2021-06-01T06:00:13.000000000+00:00,49427323
1399638557816360966,"@capeandcode Prashant, can you please throw some light on Statistical Analysis as a domain. Thanks.",2021-06-01T08:06:50.000000000+00:00,802220796890513409
1399525871678103552,"Can your NLP model handle noooisy mEsSy #realworldtext?

ByT5 works on raw UTF-8 bytes (no tokenization!), beats SoTA models on many popular tasks, and is more robust to noise.

📜 Preprint: https://t.co/oHjKWrtErn
💾 Code/Models: https://t.co/JMKyMCiETZ

Summary thread ⬇️ (1/9) https://t.co/oIVLUqI7OS",2021-06-01T00:39:04.000000000+00:00,837133583558987776
1377889369168752642,"Students raise awareness on ethics of artificial intelligence - Daily Northwestern

Read more here: https://t.co/mOK13Tgqxn

#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #DeepLearning #NLP #Robots #IoT",2021-04-02T07:43:20.000000000+00:00,932713839409364992
1399498961233145858,"@mackaysuzie Funny thing is they believe it's Sydney or the bush, and yet they are following the lead of red neck qld. in their political thinking, nsw, a state now in devolution.",2021-05-31T22:52:08.000000000+00:00,503931529
1399641592496103425,"هذا هو جديد صحة نصرالله
_________________________
#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #100DaysOfCode #Python #DeepLearning #NLP #Robots #IoT
👇🔗 https://t.co/NH6IudPIf1",2021-06-01T08:18:54.000000000+00:00,1355257214529892352
1399576442971705344,"Welcome to #Online Mind Empowerment-1 (NLP) Programme from 11 June!

🌹Understand your Mind's Processing to eliminate Negativity,past issues
🌹Explore inner strategy to achieve Health, Wealth, Success by Reprogramming Subconscious Mind

To book 📞9671400193/96

@SiddharthAulia Ji https://t.co/1zlHwwqeSc",2021-06-01T04:00:01.000000000+00:00,2427010064
